STATION,NAME,DATE,TMAX,TMIN
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",4/29/2011,47,37
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",4/30/2011,52,39
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/1/2011,65,46
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/2/2011,58,43
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/3/2011,50,39
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/4/2011,50,36
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/5/2011,59,36
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/6/2011,61,42
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/7/2011,61,42
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/8/2011,67,46
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/9/2011,70,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/10/2011,73,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/11/2011,73,57
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/12/2011,79,59
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/13/2011,83,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/14/2011,76,53
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/15/2011,59,45
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/16/2011,59,40
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/17/2011,62,42
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/18/2011,66,42
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/19/2011,65,54
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/20/2011,64,47
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/21/2011,68,48
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/22/2011,76,60
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/23/2011,84,58
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/24/2011,70,53
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/25/2011,65,53
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/26/2011,58,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/27/2011,59,42
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/28/2011,64,42
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/29/2011,62,52
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/30/2011,69,55
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",5/31/2011,86,66
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/1/2011,83,58
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/2/2011,70,52
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/3/2011,68,52
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/4/2011,80,60
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/5/2011,82,58
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/6/2011,75,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/7/2011,86,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/8/2011,89,67
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/9/2011,87,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/10/2011,71,57
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/11/2011,60,54
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/12/2011,64,50
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/13/2011,61,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/14/2011,71,53
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/15/2011,78,57
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/16/2011,64,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/17/2011,70,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/18/2011,78,58
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/19/2011,84,64
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/20/2011,81,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/21/2011,79,67
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/22/2011,90,67
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/23/2011,78,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/24/2011,64,57
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/25/2011,65,57
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/26/2011,74,55
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/27/2011,81,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/28/2011,73,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/29/2011,71,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",6/30/2011,75,55
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/1/2011,80,59
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/2/2011,80,60
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/3/2011,81,63
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/4/2011,79,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/5/2011,79,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/6/2011,84,66
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/7/2011,82,59
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/8/2011,78,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/9/2011,82,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/10/2011,88,65
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/11/2011,87,70
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/12/2011,78,69
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/13/2011,83,60
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/14/2011,77,60
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/15/2011,79,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/16/2011,84,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/17/2011,87,68
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/18/2011,87,71
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/19/2011,85,72
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/20/2011,89,71
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/21/2011,92,74
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/22/2011,88,69
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/23/2011,81,70
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/24/2011,83,69
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/25/2011,83,70
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/26/2011,75,70
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/27/2011,81,58
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/28/2011,74,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/29/2011,82,72
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/30/2011,82,72
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",7/31/2011,88,67
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/1/2011,85,69
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/2/2011,85,73
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/3/2011,85,73
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/4/2011,83,65
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/5/2011,79,67
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/6/2011,84,66
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/7/2011,84,69
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/8/2011,88,66
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/9/2011,79,64
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/10/2011,80,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/11/2011,74,57
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/12/2011,78,61
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/13/2011,80,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/14/2011,73,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/15/2011,73,58
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/16/2011,77,59
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/17/2011,82,60
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/18/2011,80,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/19/2011,79,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/20/2011,84,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/21/2011,76,63
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/22/2011,75,55
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/23/2011,76,57
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/24/2011,78,63
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/25/2011,81,69
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/26/2011,76,55
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/27/2011,78,57
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/28/2011,84,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/29/2011,76,55
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/30/2011,78,58
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",8/31/2011,75,62
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/1/2011,82,63
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/2/2011,90,65
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/3/2011,86,69
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/4/2011,82,66
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/5/2011,69,55
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/6/2011,64,46
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/7/2011,67,47
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/8/2011,72,50
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/9/2011,74,54
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/10/2011,76,56
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/11/2011,75,54
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/12/2011,76,64
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/13/2011,79,64
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/14/2011,71,48
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/15/2011,63,40
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/16/2011,59,38
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/17/2011,60,41
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/18/2011,66,46
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/19/2011,72,47
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/20/2011,66,48
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/21/2011,72,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/22/2011,70,50
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/23/2011,70,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/24/2011,61,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/25/2011,64,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/26/2011,63,54
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/27/2011,67,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/28/2011,62,52
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/29/2011,62,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",9/30/2011,64,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/1/2011,53,39
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/2/2011,55,35
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/3/2011,58,38
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/4/2011,67,40
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/5/2011,67,43
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/6/2011,75,50
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/7/2011,76,50
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/8/2011,81,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/9/2011,78,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/10/2011,77,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/11/2011,77,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/12/2011,77,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/13/2011,75,51
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/14/2011,66,52
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/15/2011,54,48
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/16/2011,58,48
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/17/2011,58,49
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/18/2011,57,42
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/19/2011,52,43
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/20/2011,44,41
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/21/2011,45,41
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/22/2011,47,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/23/2011,58,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/24/2011,61,34
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/25/2011,58,44
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/26/2011,63,46
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/27/2011,47,40
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/28/2011,50,29
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/29/2011,46,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/30/2011,52,29
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",10/31/2011,51,34
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/1/2011,53,38
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/2/2011,62,38
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/3/2011,59,41
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/4/2011,48,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/5/2011,54,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/6/2011,54,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/7/2011,60,44
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/8/2011,51,44
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/9/2011,48,43
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/10/2011,61,39
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/11/2011,42,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/12/2011,47,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/13/2011,55,47
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/14/2011,63,44
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/15/2011,50,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/16/2011,59,34
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/17/2011,40,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/18/2011,39,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/19/2011,48,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/20/2011,53,37
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/21/2011,41,28
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/22/2011,46,29
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/23/2011,39,27
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/24/2011,45,39
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/25/2011,48,43
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/26/2011,53,43
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/27/2011,54,43
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/28/2011,43,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/29/2011,36,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",11/30/2011,40,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/1/2011,42,34
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/2/2011,46,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/3/2011,40,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/4/2011,49,37
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/5/2011,50,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/6/2011,38,28
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/7/2011,33,26
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/8/2011,38,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/9/2011,37,24
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/10/2011,28,22
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/11/2011,37,23
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/12/2011,42,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/13/2011,44,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/14/2011,43,34
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/15/2011,51,38
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/16/2011,49,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/17/2011,33,26
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/18/2011,35,26
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/19/2011,45,26
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/20/2011,45,29
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/21/2011,35,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/22/2011,41,35
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/23/2011,40,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/24/2011,35,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/25/2011,41,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/26/2011,41,36
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/27/2011,44,36
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/28/2011,40,24
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/29/2011,31,24
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/30/2011,41,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",12/31/2011,36,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/1/2012,42,31
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/2/2012,43,23
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/3/2012,25,18
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/4/2012,33,18
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/5/2012,36,27
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/6/2012,45,25
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/7/2012,48,38
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/8/2012,40,22
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/9/2012,44,22
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/10/2012,41,28
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/11/2012,46,27
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/12/2012,54,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/13/2012,37,27
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/14/2012,28,20
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/15/2012,23,18
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/16/2012,25,18
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/17/2012,42,22
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/18/2012,34,20
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/19/2012,31,20
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/20/2012,20,9
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/21/2012,17,10
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/22/2012,23,13
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/23/2012,46,17
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/24/2012,47,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/25/2012,30,27
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/26/2012,36,28
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/27/2012,36,29
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/28/2012,39,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/29/2012,33,28
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/30/2012,28,20
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",1/31/2012,44,24
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/1/2012,50,37
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/2/2012,39,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/3/2012,41,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/4/2012,37,29
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/5/2012,43,25
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/6/2012,40,24
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/7/2012,37,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/8/2012,34,18
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/9/2012,34,18
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/10/2012,37,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/11/2012,35,13
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/12/2012,22,13
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/13/2012,32,22
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/14/2012,35,28
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/15/2012,36,29
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/16/2012,44,35
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/17/2012,42,34
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/18/2012,41,27
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/19/2012,34,19
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/20/2012,36,19
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/21/2012,42,20
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/22/2012,39,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/23/2012,42,25
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/24/2012,38,26
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/25/2012,34,28
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/26/2012,30,22
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/27/2012,43,22
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/28/2012,34,26
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",2/29/2012,39,28
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/1/2012,54,33
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/2/2012,39,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/3/2012,40,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/4/2012,34,24
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/5/2012,30,19
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/6/2012,32,20
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/7/2012,61,32
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/8/2012,59,38
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/9/2012,40,30
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/10/2012,31,23
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/11/2012,49,26
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/12/2012,60,42
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/13/2012,62,44
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/14/2012,54,37
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/15/2012,77,40
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/16/2012,63,45
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/17/2012,70,50
USC00203295,"GRAND HAVEN WASTEWATER PLANT, MI US",3/18/2012,75,56
